"Country or Area";"Year";"Area";"Sex";"Age";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Poland";"2018";"Total";"Female";"6";"Estimate - de jure";"Final figure, complete";"2019";"188947";"1"
"Poland";"2018";"Total";"Female";"7";"Estimate - de jure";"Final figure, complete";"2019";"200688";"1"
"Poland";"2018";"Total";"Female";"8";"Estimate - de jure";"Final figure, complete";"2019";"209042";"1"
"Poland";"2018";"Total";"Female";"9";"Estimate - de jure";"Final figure, complete";"2019";"207990";"1"
"Poland";"2018";"Total";"Female";"10";"Estimate - de jure";"Final figure, complete";"2019";"194390";"1"
"Poland";"2018";"Total";"Female";"10 - 14";"Estimate - de jure";"Final figure, complete";"2019";"897870";"1"
"Poland";"2018";"Total";"Female";"11";"Estimate - de jure";"Final figure, complete";"2019";"184590";"1"
"Poland";"2018";"Total";"Female";"12";"Estimate - de jure";"Final figure, complete";"2019";"177899";"1"
"Poland";"2018";"Total";"Female";"13";"Estimate - de jure";"Final figure, complete";"2019";"171787";"1"
"Poland";"2018";"Total";"Female";"14";"Estimate - de jure";"Final figure, complete";"2019";"169204";"1"
"Poland";"2018";"Total";"Female";"15";"Estimate - de jure";"Final figure, complete";"2019";"170692";"1"
"Poland";"2018";"Total";"Female";"15 - 19";"Estimate - de jure";"Final figure, complete";"2019";"901987";"1"
"Poland";"2018";"Total";"Female";"16";"Estimate - de jure";"Final figure, complete";"2019";"177018";"1"
"Poland";"2018";"Total";"Female";"17";"Estimate - de jure";"Final figure, complete";"2019";"181879";"1"
"Poland";"2018";"Total";"Female";"18";"Estimate - de jure";"Final figure, complete";"2019";"183667";"1"
"Poland";"2018";"Total";"Female";"19";"Estimate - de jure";"Final figure, complete";"2019";"188731";"1"
"Poland";"2018";"Total";"Female";"20";"Estimate - de jure";"Final figure, complete";"2019";"197314";"1"
"Poland";"2018";"Total";"Female";"20 - 24";"Estimate - de jure";"Final figure, complete";"2019";"1075931";"1"
"Poland";"2018";"Total";"Female";"21";"Estimate - de jure";"Final figure, complete";"2019";"205220";"1"
"Poland";"2018";"Total";"Female";"22";"Estimate - de jure";"Final figure, complete";"2019";"212161";"1"
"Poland";"2018";"Total";"Female";"23";"Estimate - de jure";"Final figure, complete";"2019";"226177";"1"
"Poland";"2018";"Total";"Female";"24";"Estimate - de jure";"Final figure, complete";"2019";"235059";"1"
"Poland";"2018";"Total";"Female";"25";"Estimate - de jure";"Final figure, complete";"2019";"244431";"1"
"Poland";"2018";"Total";"Female";"25 - 29";"Estimate - de jure";"Final figure, complete";"2019";"1305853";"1"
"Poland";"2018";"Total";"Female";"26";"Estimate - de jure";"Final figure, complete";"2019";"258372";"1"
"Poland";"2018";"Total";"Female";"27";"Estimate - de jure";"Final figure, complete";"2019";"264220";"1"
"Poland";"2018";"Total";"Female";"28";"Estimate - de jure";"Final figure, complete";"2019";"265585";"1"
"Poland";"2018";"Total";"Female";"29";"Estimate - de jure";"Final figure, complete";"2019";"273245";"1"
"Poland";"2018";"Total";"Female";"30";"Estimate - de jure";"Final figure, complete";"2019";"276537";"1"
"Poland";"2018";"Total";"Female";"30 - 34";"Estimate - de jure";"Final figure, complete";"2019";"1501991";"1"
"Poland";"2018";"Total";"Female";"31";"Estimate - de jure";"Final figure, complete";"2019";"288078";"1"
"Poland";"2018";"Total";"Female";"32";"Estimate - de jure";"Final figure, complete";"2019";"303810";"1"
"Poland";"2018";"Total";"Female";"33";"Estimate - de jure";"Final figure, complete";"2019";"312077";"1"
"Poland";"2018";"Total";"Female";"34";"Estimate - de jure";"Final figure, complete";"2019";"321489";"1"
"Poland";"2018";"Total";"Female";"35";"Estimate - de jure";"Final figure, complete";"2019";"310019";"1"
"Poland";"2018";"Total";"Female";"35 - 39";"Estimate - de jure";"Final figure, complete";"2019";"1507334";"1"
"Poland";"2018";"Total";"Female";"36";"Estimate - de jure";"Final figure, complete";"2019";"297829";"1"
"Poland";"2018";"Total";"Female";"37";"Estimate - de jure";"Final figure, complete";"2019";"303900";"1"
"Poland";"2018";"Total";"Female";"38";"Estimate - de jure";"Final figure, complete";"2019";"301434";"1"
"Poland";"2018";"Total";"Female";"39";"Estimate - de jure";"Final figure, complete";"2019";"294152";"1"
"Poland";"2018";"Total";"Female";"40";"Estimate - de jure";"Final figure, complete";"2019";"292110";"1"
"Poland";"2018";"Total";"Female";"40 - 44";"Estimate - de jure";"Final figure, complete";"2019";"1408898";"1"
"Poland";"2018";"Total";"Female";"41";"Estimate - de jure";"Final figure, complete";"2019";"294266";"1"
"Poland";"2018";"Total";"Female";"42";"Estimate - de jure";"Final figure, complete";"2019";"284509";"1"
"Poland";"2018";"Total";"Female";"43";"Estimate - de jure";"Final figure, complete";"2019";"274029";"1"
"Poland";"2018";"Total";"Female";"44";"Estimate - de jure";"Final figure, complete";"2019";"263984";"1"
"Poland";"2018";"Total";"Female";"45";"Estimate - de jure";"Final figure, complete";"2019";"254292";"1"
"Poland";"2018";"Total";"Female";"45 - 49";"Estimate - de jure";"Final figure, complete";"2019";"1191440";"1"
"Poland";"2018";"Total";"Female";"46";"Estimate - de jure";"Final figure, complete";"2019";"245333";"1"
"Poland";"2018";"Total";"Female";"47";"Estimate - de jure";"Final figure, complete";"2019";"237083";"1"
"Poland";"2018";"Total";"Female";"48";"Estimate - de jure";"Final figure, complete";"2019";"229476";"1"
"Poland";"2018";"Total";"Female";"49";"Estimate - de jure";"Final figure, complete";"2019";"225256";"1"
"Poland";"2018";"Total";"Female";"50";"Estimate - de jure";"Final figure, complete";"2019";"223327";"1"
"Poland";"2018";"Total";"Female";"50 - 54";"Estimate - de jure";"Final figure, complete";"2019";"1148090";"1"
"Poland";"2018";"Total";"Female";"51";"Estimate - de jure";"Final figure, complete";"2019";"224953";"1"
"Poland";"2018";"Total";"Female";"52";"Estimate - de jure";"Final figure, complete";"2019";"227658";"1"
"Poland";"2018";"Total";"Female";"53";"Estimate - de jure";"Final figure, complete";"2019";"233096";"1"
"Poland";"2018";"Total";"Female";"54";"Estimate - de jure";"Final figure, complete";"2019";"239056";"1"
"Poland";"2018";"Total";"Female";"55";"Estimate - de jure";"Final figure, complete";"2019";"241451";"1"
"Poland";"2018";"Total";"Female";"55 - 59";"Estimate - de jure";"Final figure, complete";"2019";"1336966";"1"
"Poland";"2018";"Total";"Female";"56";"Estimate - de jure";"Final figure, complete";"2019";"251123";"1"
"Poland";"2018";"Total";"Female";"57";"Estimate - de jure";"Final figure, complete";"2019";"266523";"1"
"Poland";"2018";"Total";"Female";"58";"Estimate - de jure";"Final figure, complete";"2019";"283883";"1"
"Poland";"2018";"Total";"Female";"59";"Estimate - de jure";"Final figure, complete";"2019";"293986";"1"
"Poland";"2018";"Total";"Female";"60";"Estimate - de jure";"Final figure, complete";"2019";"299046";"1"
"Poland";"2018";"Total";"Female";"60 - 64";"Estimate - de jure";"Final figure, complete";"2019";"1464670";"1"
"Poland";"2018";"Total";"Female";"61";"Estimate - de jure";"Final figure, complete";"2019";"295943";"1"
"Poland";"2018";"Total";"Female";"62";"Estimate - de jure";"Final figure, complete";"2019";"298331";"1"
"Poland";"2018";"Total";"Female";"63";"Estimate - de jure";"Final figure, complete";"2019";"286884";"1"
"Poland";"2018";"Total";"Female";"64";"Estimate - de jure";"Final figure, complete";"2019";"284466";"1"
"Poland";"2018";"Total";"Female";"65";"Estimate - de jure";"Final figure, complete";"2019";"278941";"1"
"Poland";"2018";"Total";"Female";"65 - 69";"Estimate - de jure";"Final figure, complete";"2019";"1298044";"1"
"Poland";"2018";"Total";"Female";"66";"Estimate - de jure";"Final figure, complete";"2019";"274261";"1"
"Poland";"2018";"Total";"Female";"67";"Estimate - de jure";"Final figure, complete";"2019";"259609";"1"
"Poland";"2018";"Total";"Female";"68";"Estimate - de jure";"Final figure, complete";"2019";"247429";"1"
"Poland";"2018";"Total";"Female";"69";"Estimate - de jure";"Final figure, complete";"2019";"237804";"1"
"Poland";"2018";"Total";"Female";"70";"Estimate - de jure";"Final figure, complete";"2019";"220489";"1"
"Poland";"2018";"Total";"Female";"70 - 74";"Estimate - de jure";"Final figure, complete";"2019";"833320";"1"
"Poland";"2018";"Total";"Female";"71";"Estimate - de jure";"Final figure, complete";"2019";"198969";"1"
"Poland";"2018";"Total";"Female";"72";"Estimate - de jure";"Final figure, complete";"2019";"141593";"1"
"Poland";"2018";"Total";"Female";"73";"Estimate - de jure";"Final figure, complete";"2019";"139241";"1"
"Poland";"2018";"Total";"Female";"74";"Estimate - de jure";"Final figure, complete";"2019";"133028";"1"
"Poland";"2018";"Total";"Female";"75";"Estimate - de jure";"Final figure, complete";"2019";"128991";"1"
"Poland";"2018";"Total";"Female";"75 - 79";"Estimate - de jure";"Final figure, complete";"2019";"673707";"1"
"Poland";"2018";"Total";"Female";"76";"Estimate - de jure";"Final figure, complete";"2019";"135459";"1"
"Poland";"2018";"Total";"Female";"77";"Estimate - de jure";"Final figure, complete";"2019";"139444";"1"
"Poland";"2018";"Total";"Female";"78";"Estimate - de jure";"Final figure, complete";"2019";"136897";"1"
"Poland";"2018";"Total";"Female";"79";"Estimate - de jure";"Final figure, complete";"2019";"132916";"1"
"Poland";"2018";"Total";"Female";"80";"Estimate - de jure";"Final figure, complete";"2019";"129092";"1"
"Poland";"2018";"Total";"Female";"80 - 84";"Estimate - de jure";"Final figure, complete";"2019";"576509";"1"
"Poland";"2018";"Total";"Female";"81";"Estimate - de jure";"Final figure, complete";"2019";"125408";"1"
"Poland";"2018";"Total";"Female";"82";"Estimate - de jure";"Final figure, complete";"2019";"116960";"1"
"Poland";"2018";"Total";"Female";"83";"Estimate - de jure";"Final figure, complete";"2019";"107330";"1"
"Poland";"2018";"Total";"Female";"84";"Estimate - de jure";"Final figure, complete";"2019";"97719";"1"
"Poland";"2018";"Total";"Female";"85";"Estimate - de jure";"Final figure, complete";"2019";"93799";"1"
"Poland";"2018";"Total";"Female";"85 - 89";"Estimate - de jure";"Final figure, complete";"2019";"375718";"1"
"Poland";"2018";"Total";"Female";"86";"Estimate - de jure";"Final figure, complete";"2019";"85501";"1"
"Poland";"2018";"Total";"Female";"87";"Estimate - de jure";"Final figure, complete";"2019";"77769";"1"
"Poland";"2018";"Total";"Female";"88";"Estimate - de jure";"Final figure, complete";"2019";"64406";"1"
"Poland";"2018";"Total";"Female";"89";"Estimate - de jure";"Final figure, complete";"2019";"54243";"1"
"Poland";"2018";"Total";"Female";"90";"Estimate - de jure";"Final figure, complete";"2019";"43136";"1"
"Poland";"2018";"Total";"Female";"90 - 94";"Estimate - de jure";"Final figure, complete";"2019";"146428";"1"
"Poland";"2018";"Total";"Female";"91";"Estimate - de jure";"Final figure, complete";"2019";"35469";"1"
"Poland";"2018";"Total";"Female";"92";"Estimate - de jure";"Final figure, complete";"2019";"29915";"1"
"Poland";"2018";"Total";"Female";"93";"Estimate - de jure";"Final figure, complete";"2019";"21444";"1"
"Poland";"2018";"Total";"Female";"94";"Estimate - de jure";"Final figure, complete";"2019";"16464";"1"
"Poland";"2018";"Total";"Female";"95";"Estimate - de jure";"Final figure, complete";"2019";"12021";"1"
"Poland";"2018";"Total";"Female";"95 - 99";"Estimate - de jure";"Final figure, complete";"2019";"28605";"1"
"Poland";"2018";"Total";"Female";"96";"Estimate - de jure";"Final figure, complete";"2019";"7423";"1"
"Poland";"2018";"Total";"Female";"97";"Estimate - de jure";"Final figure, complete";"2019";"4769";"1"
"Poland";"2018";"Total";"Female";"98";"Estimate - de jure";"Final figure, complete";"2019";"2940";"1"
"Poland";"2018";"Total";"Female";"99";"Estimate - de jure";"Final figure, complete";"2019";"1452";"1"
"Poland";"2018";"Total";"Female";"100 +";"Estimate - de jure";"Final figure, complete";"2019";"4161";"1"

"footnoteSeqID";"Footnote"
"1";"Data refer to usually resident population."
